"","A","B"
"8192","MAR02944","ACSL6"
"9183","MAR02944","ACSL5"
"10156","MAR02944","MEIKIN"
"21533","MAR02945","ACSL4"
"3699","MAR02945","ACSBG1"
"4508","MAR02945","ACSL3"
"5358","MAR02945","ACSBG2"
"6263","MAR02945","SLC27A2"
"7228","MAR02945","ACSL1"
"8193","MAR02945","ACSL6"
"9184","MAR02945","ACSL5"
"10157","MAR02945","MEIKIN"
"21534","MAR02946","ACSL4"
"3700","MAR02946","ACSBG1"
"4509","MAR02946","ACSL3"
"5359","MAR02946","ACSBG2"
"6264","MAR02946","SLC27A2"
"7229","MAR02946","ACSL1"
"8194","MAR02946","ACSL6"
"9185","MAR02946","ACSL5"
"10158","MAR02946","MEIKIN"
"21535","MAR02947","ACSL4"
"3701","MAR02947","ACSBG1"
"4512","MAR02947","ACSL3"
"5360","MAR02947","ACSBG2"
"6265","MAR02947","SLC27A2"
"7230","MAR02947","ACSL1"
"8195","MAR02947","ACSL6"
"9186","MAR02947","ACSL5"
"10159","MAR02947","MEIKIN"
"21536","MAR02948","ACSL4"
"3702","MAR02948","ACSBG1"
"4513","MAR02948","ACSL3"
"5361","MAR02948","ACSBG2"
"6266","MAR02948","SLC27A2"
"7231","MAR02948","ACSL1"
"8196","MAR02948","ACSL6"
"9187","MAR02948","ACSL5"
"10160","MAR02948","MEIKIN"
"21537","MAR02949","ACSL4"
"3703","MAR02949","ACSBG1"
"4514","MAR02949","ACSL3"
"5362","MAR02949","ACSBG2"
"6267","MAR02949","SLC27A2"
"7232","MAR02949","ACSL1"
"8197","MAR02949","ACSL6"
"9188","MAR02949","ACSL5"
"10161","MAR02949","MEIKIN"
"21538","MAR02951","ACSL4"
"3704","MAR02951","ACSBG1"
"4515","MAR02951","ACSL3"
"5363","MAR02951","ACSBG2"
"6268","MAR02951","SLC27A2"
"7233","MAR02951","ACSL1"
"8198","MAR02951","ACSL6"
"9189","MAR02951","ACSL5"
"10162","MAR02951","MEIKIN"
"21539","MAR02952","ACSL4"
"3705","MAR02952","ACSBG1"
"4516","MAR02952","ACSL3"
"5364","MAR02952","ACSBG2"
"6269","MAR02952","SLC27A2"
"7234","MAR02952","ACSL1"
"8199","MAR02952","ACSL6"
"9190","MAR02952","ACSL5"
"10163","MAR02952","MEIKIN"
"21540","MAR02954","ACSL4"
"3706","MAR02954","ACSBG1"
"4517","MAR02954","ACSL3"
"5365","MAR02954","ACSBG2"
"6270","MAR02954","SLC27A2"
"7235","MAR02954","ACSL1"
"8200","MAR02954","ACSL6"
"9191","MAR02954","ACSL5"
"10164","MAR02954","MEIKIN"
"21541","MAR02955","ACSL4"
"3707","MAR02955","ACSBG1"
"4518","MAR02955","ACSL3"
"5366","MAR02955","ACSBG2"
"6271","MAR02955","SLC27A2"
"7236","MAR02955","ACSL1"
"8201","MAR02955","ACSL6"
"9192","MAR02955","ACSL5"
"10165","MAR02955","MEIKIN"
"21542","MAR02956","ACSL4"
"3708","MAR02956","ACSBG1"
"4519","MAR02956","ACSL3"
"5367","MAR02956","ACSBG2"
"6272","MAR02956","SLC27A2"
"7237","MAR02956","ACSL1"
"8202","MAR02956","ACSL6"
"9193","MAR02956","ACSL5"
"10166","MAR02956","MEIKIN"
"21543","MAR02957","ACSL4"
"3709","MAR02957","ACSBG1"
"4520","MAR02957","ACOT2"
"5368","MAR02957","ACSL3"
"6273","MAR02957","ACSBG2"
"7238","MAR02957","SLC27A2"
"8203","MAR02957","ACSL1"
"9194","MAR02957","ACSL6"
"10167","MAR02957","ACOT4"
"1181","MAR02957","ACSL5"
"1278","MAR02957","MEIKIN"
"21544","MAR02959","ACSL4"
"3712","MAR02959","ACSBG1"
"4521","MAR02959","ACSL3"
"5369","MAR02959","ACSBG2"
"6274","MAR02959","SLC27A2"
"7239","MAR02959","ACSL1"
"8204","MAR02959","ACSL6"
"9195","MAR02959","ACSL5"
"10168","MAR02959","MEIKIN"
"21545","MAR02961","ACSL4"
"3713","MAR02961","ACSBG1"
"4522","MAR02961","ACSL3"
"5370","MAR02961","ACSBG2"
"6275","MAR02961","SLC27A2"
"7240","MAR02961","ACSL1"
"8205","MAR02961","ACSL6"
"9196","MAR02961","ACSL5"
"10169","MAR02961","MEIKIN"
"21546","MAR02962","ACSL4"
"3714","MAR02962","ACSBG1"
"4523","MAR02962","ACSL3"
"5371","MAR02962","ACSBG2"
"6276","MAR02962","SLC27A2"
"7241","MAR02962","ACSL1"
"8206","MAR02962","ACSL6"
"9197","MAR02962","ACSL5"
"10170","MAR02962","MEIKIN"
"21547","MAR02963","ACSL4"
"3715","MAR02963","ACSBG1"
"4524","MAR02963","ACSL3"
"5372","MAR02963","ACSBG2"
"6277","MAR02963","SLC27A2"
"7242","MAR02963","ACSL1"
"8207","MAR02963","ACSL6"
"9198","MAR02963","ACSL5"
"10171","MAR02963","MEIKIN"
"21548","MAR02964","ACSL4"
"3716","MAR02964","ACSBG1"
"4525","MAR02964","ACSL3"
"5373","MAR02964","ACSBG2"
"6278","MAR02964","SLC27A2"
"7243","MAR02964","ACSL1"
"8208","MAR02964","ACSL6"
"9199","MAR02964","ACSL5"
"10172","MAR02964","MEIKIN"
"21549","MAR02965","ACSL4"
"3717","MAR02965","ACSBG1"
"4526","MAR02965","ACSL3"
"5374","MAR02965","ACSBG2"
"6279","MAR02965","SLC27A2"
"7244","MAR02965","ACSL1"
"8209","MAR02965","ACSL6"
"9200","MAR02965","ACSL5"
"10173","MAR02965","MEIKIN"
"21550","MAR02966","ACSL4"
"3718","MAR02966","ACSBG1"
"4527","MAR02966","ACSL3"
"5375","MAR02966","ACSBG2"
"6280","MAR02966","SLC27A2"
"7245","MAR02966","ACSL1"
"8210","MAR02966","ACSL6"
"9201","MAR02966","ACSL5"
"10174","MAR02966","MEIKIN"
"21551","MAR02967","ACSL4"
"3719","MAR02967","ACSBG1"
"4528","MAR02967","ACSL3"
"5376","MAR02967","ACSBG2"
"6281","MAR02967","SLC27A2"
"7246","MAR02967","ACSL1"
"8211","MAR02967","ACSL6"
"9202","MAR02967","ACSL5"
"10175","MAR02967","MEIKIN"
"21552","MAR02968","ACSL4"
"3720","MAR02968","ACSBG1"
"4529","MAR02968","ACSL3"
"5377","MAR02968","ACSBG2"
"6282","MAR02968","SLC27A2"
"7247","MAR02968","ACSL1"
"8212","MAR02968","ACSL6"
"9203","MAR02968","ACSL5"
"10176","MAR02968","MEIKIN"
"21553","MAR02969","ACSL4"
"3721","MAR02969","ACSBG1"
"4530","MAR02969","ACSL3"
"5378","MAR02969","ACSBG2"
"6283","MAR02969","SLC27A2"
"7248","MAR02969","ACSL1"
"8213","MAR02969","ACSL6"
"9204","MAR02969","ACSL5"
"10177","MAR02969","MEIKIN"
"21554","MAR02970","ACSL4"
"3722","MAR02970","ACSBG1"
"4531","MAR02970","ACSL3"
"5379","MAR02970","ACSBG2"
"6284","MAR02970","SLC27A2"
"7249","MAR02970","ACSL1"
"8214","MAR02970","ACSL6"
"9205","MAR02970","ACSL5"
"10178","MAR02970","MEIKIN"
"21555","MAR02971","ACSL4"
"3723","MAR02971","ACSBG1"
"4532","MAR02971","ACSL3"
"5380","MAR02971","ACSBG2"
"6285","MAR02971","SLC27A2"
"7250","MAR02971","ACSL1"
"8215","MAR02971","ACSL6"
"9206","MAR02971","ACSL5"
"10179","MAR02971","MEIKIN"
"21556","MAR02972","ACSL4"
"3724","MAR02972","ACSBG1"
"4533","MAR02972","ACSL3"
"5381","MAR02972","ACSBG2"
"6286","MAR02972","SLC27A2"
"7251","MAR02972","ACSL1"
"8216","MAR02972","ACSL6"
"9207","MAR02972","ACSL5"
"10180","MAR02972","MEIKIN"
"21557","MAR02973","ACSL4"
"3725","MAR02973","ACSBG1"
"4534","MAR02973","ACSL3"
"5382","MAR02973","ACSBG2"
"6287","MAR02973","SLC27A2"
"7252","MAR02973","ACSL1"
"8217","MAR02973","ACSL6"
"9208","MAR02973","ACSL5"
"10181","MAR02973","MEIKIN"
"21558","MAR02974","ACSL4"
"3726","MAR02974","ACSBG1"
"4535","MAR02974","ACSL3"
"5383","MAR02974","ACSBG2"
"6288","MAR02974","SLC27A2"
"7253","MAR02974","ACSL1"
"8218","MAR02974","ACSL6"
"9209","MAR02974","ACSL5"
"10182","MAR02974","MEIKIN"
"21559","MAR02975","ACSL4"
"3727","MAR02975","ACSBG1"
"4536","MAR02975","ACSL3"
"5384","MAR02975","ACSBG2"
"6289","MAR02975","SLC27A2"
"7254","MAR02975","ACSL1"
"8219","MAR02975","ACSL6"
"9210","MAR02975","ACSL5"
"10183","MAR02975","MEIKIN"
"21560","MAR02976","ACSL4"
"3728","MAR02976","ACSBG1"
"4537","MAR02976","ACSL3"
"5385","MAR02976","ACSBG2"
"6290","MAR02976","SLC27A2"
"7255","MAR02976","ACSL1"
"8220","MAR02976","ACSL6"
"9211","MAR02976","ACSL5"
"10184","MAR02976","MEIKIN"
"21561","MAR02977","ACSL4"
"3729","MAR02977","ACSBG1"
"4538","MAR02977","ACSL3"
"5386","MAR02977","ACSBG2"
"6291","MAR02977","SLC27A2"
"7256","MAR02977","ACSL1"
"8221","MAR02977","ACSL6"
"9212","MAR02977","ACSL5"
"10185","MAR02977","MEIKIN"
"21562","MAR02978","ACSL4"
"3730","MAR02978","ACSBG1"
"4539","MAR02978","ACSL3"
"5387","MAR02978","ACSBG2"
"6292","MAR02978","SLC27A2"
"7257","MAR02978","ACSL1"
"8222","MAR02978","ACSL6"
"9213","MAR02978","ACSL5"
"10186","MAR02978","MEIKIN"
"21563","MAR02979","ACSL4"
"3731","MAR02979","ACSBG1"
"4540","MAR02979","ACSL3"
"5388","MAR02979","ACSBG2"
"6293","MAR02979","SLC27A2"
"7258","MAR02979","ACSL1"
"8223","MAR02979","ACSL6"
"9214","MAR02979","ACSL5"
"10187","MAR02979","MEIKIN"
"21564","MAR02980","ACSL4"
"3732","MAR02980","ACSBG1"
"4541","MAR02980","ACSL3"
"5389","MAR02980","ACSBG2"
"6294","MAR02980","SLC27A2"
"7259","MAR02980","ACSL1"
"8224","MAR02980","ACSL6"
"9215","MAR02980","ACSL5"
"10188","MAR02980","MEIKIN"
"21565","MAR02981","ACSL4"
"3733","MAR02981","ACSBG1"
"4542","MAR02981","ACSL3"
"5390","MAR02981","ACSBG2"
"6295","MAR02981","SLC27A2"
"7260","MAR02981","ACSL1"
"8225","MAR02981","ACSL6"
"9216","MAR02981","ACSL5"
"10189","MAR02981","MEIKIN"
"21566","MAR02982","ACSL4"
"3734","MAR02982","ACSBG1"
"4543","MAR02982","ACSL3"
"5391","MAR02982","ACSBG2"
"6296","MAR02982","SLC27A2"
"7261","MAR02982","ACSL1"
"8226","MAR02982","ACSL6"
"9217","MAR02982","ACSL5"
"10190","MAR02982","MEIKIN"
"21567","MAR02983","ACSL4"
"3735","MAR02983","ACSBG1"
"4544","MAR02983","ACSL3"
"5392","MAR02983","ACSBG2"
"6297","MAR02983","SLC27A2"
"7262","MAR02983","ACSL1"
"8227","MAR02983","ACSL6"
"9218","MAR02983","ACSL5"
"10191","MAR02983","MEIKIN"
"21568","MAR02984","ACSL4"
"3736","MAR02984","ACSBG1"
"4545","MAR02984","ACSL3"
"5393","MAR02984","ACSBG2"
"6298","MAR02984","SLC27A2"
"7263","MAR02984","ACSL1"
"8228","MAR02984","ACSL6"
"9219","MAR02984","ACSL5"
"10192","MAR02984","MEIKIN"
"21569","MAR02985","ACSL4"
"3737","MAR02985","ACSBG1"
"4546","MAR02985","ACSL3"
"5394","MAR02985","ACSBG2"
"6299","MAR02985","SLC27A2"
"7264","MAR02985","ACSL1"
"8229","MAR02985","ACSL6"
"9220","MAR02985","ACSL5"
"10193","MAR02985","MEIKIN"
"21570","MAR02986","ACSL4"
"3738","MAR02986","ACSBG1"
"4547","MAR02986","ACSL3"
"5395","MAR02986","ACSBG2"
"6300","MAR02986","SLC27A2"
"7265","MAR02986","ACSL1"
"8230","MAR02986","ACSL6"
"9221","MAR02986","ACSL5"
"10194","MAR02986","MEIKIN"
"21571","MAR02987","ACSL4"
"3739","MAR02987","ACSBG1"
"4548","MAR02987","ACSL3"
"5396","MAR02987","ACSBG2"
"6301","MAR02987","SLC27A2"
"7266","MAR02987","ACSL1"
"8231","MAR02987","ACSL6"
"9222","MAR02987","ACSL5"
"10195","MAR02987","MEIKIN"
"21572","MAR02988","ACSL4"
"3740","MAR02988","ACSBG1"
"4549","MAR02988","ACSL3"
"5397","MAR02988","ACSBG2"
"6302","MAR02988","SLC27A2"
"7267","MAR02988","ACSL1"
"8232","MAR02988","ACSL6"
"9223","MAR02988","ACSL5"
"10196","MAR02988","MEIKIN"
"21573","MAR02989","ACSL4"
"3741","MAR02989","ACSBG1"
"4550","MAR02989","ACSL3"
"5398","MAR02989","ACSBG2"
"6303","MAR02989","SLC27A2"
"7268","MAR02989","ACSL1"
"8233","MAR02989","ACSL6"
"9224","MAR02989","ACSL5"
"10197","MAR02989","MEIKIN"
"21574","MAR02990","ACSL4"
"3742","MAR02990","ACSBG1"
"4551","MAR02990","ACSL3"
"5399","MAR02990","ACSBG2"
"6304","MAR02990","SLC27A2"
"7269","MAR02990","ACSL1"
"8234","MAR02990","ACSL6"
"9225","MAR02990","ACSL5"
"10198","MAR02990","MEIKIN"
"21575","MAR02991","ACSL4"
"3743","MAR02991","ACSBG1"
"4552","MAR02991","ACSL3"
"5400","MAR02991","ACSBG2"
"6305","MAR02991","SLC27A2"
"7270","MAR02991","ACSL1"
"8235","MAR02991","ACSL6"
"9226","MAR02991","ACSL5"
"10199","MAR02991","MEIKIN"
"21576","MAR02992","ACSL4"
"3744","MAR02992","ACSBG1"
"4553","MAR02992","ACSL3"
"5401","MAR02992","ACSBG2"
"6306","MAR02992","SLC27A2"
"7271","MAR02992","ACSL1"
"8236","MAR02992","ACSL6"
"9227","MAR02992","ACSL5"
"10200","MAR02992","MEIKIN"
"21577","MAR02994","ACSL4"
"3745","MAR02994","ACSBG1"
"4554","MAR02994","ACSL3"
"5402","MAR02994","ACSBG2"
"6307","MAR02994","SLC27A2"
"7272","MAR02994","ACSL1"
"8237","MAR02994","ACSL6"
"9228","MAR02994","ACSL5"
"10201","MAR02994","MEIKIN"
"21578","MAR02996","ACSL4"
"3746","MAR02996","ACSBG1"
"4555","MAR02996","ACSL3"
"5403","MAR02996","ACSBG2"
"6308","MAR02996","SLC27A2"
"7273","MAR02996","ACSL1"
"8238","MAR02996","ACSL6"
"9229","MAR02996","ACSL5"
"10202","MAR02996","MEIKIN"
"21579","MAR02998","ACSL4"
"3747","MAR02998","ACSBG1"
"4556","MAR02998","ACSL3"
"5404","MAR02998","ACSBG2"
"6309","MAR02998","SLC27A2"
"7274","MAR02998","ACSL1"
"8239","MAR02998","ACSL6"
"9230","MAR02998","ACSL5"
"10203","MAR02998","MEIKIN"
"21580","MAR02999","ACSL4"
"3748","MAR02999","ACSBG1"
"4557","MAR02999","ACSL3"
"5405","MAR02999","ACSBG2"
"6312","MAR02999","SLC27A2"
"7275","MAR02999","ACSL1"
"8240","MAR02999","ACSL6"
"9231","MAR02999","ACSL5"
"10204","MAR02999","MEIKIN"
"21581","MAR03000","ACSL4"
"3749","MAR03000","ACSBG1"
"4558","MAR03000","ACSL3"
"5406","MAR03000","ACSBG2"
"6313","MAR03000","SLC27A2"
"7276","MAR03000","ACSL1"
"8241","MAR03000","ACSL6"
"9232","MAR03000","ACSL5"
"10205","MAR03000","MEIKIN"
"21582","MAR03001","ACSL4"
"3750","MAR03001","ACSBG1"
"4559","MAR03001","ACSL3"
"5407","MAR03001","ACSBG2"
"6314","MAR03001","SLC27A2"
"7277","MAR03001","ACSL1"
"8242","MAR03001","ACSL6"
"9233","MAR03001","ACSL5"
"10206","MAR03001","MEIKIN"
"21583","MAR03002","ACSL4"
"3751","MAR03002","ACSBG1"
"4560","MAR03002","ACSL3"
"5408","MAR03002","ACSBG2"
"6315","MAR03002","SLC27A2"
"7278","MAR03002","ACSL1"
"8243","MAR03002","ACSL6"
"9234","MAR03002","ACSL5"
"10207","MAR03002","MEIKIN"
"21584","MAR03003","ACSL4"
"3752","MAR03003","ACSBG1"
"4561","MAR03003","ACSL3"
"5409","MAR03003","ACSBG2"
"6316","MAR03003","SLC27A2"
"7279","MAR03003","ACSL1"
"8244","MAR03003","ACSL6"
"9235","MAR03003","ACSL5"
"10208","MAR03003","MEIKIN"
"21585","MAR02152","OXSM"
"3753","MAR02152","FASN"
"21586","MAR02153","FASN"
"21587","MAR02154","FASN"
"21588","MAR02155","PECR"
"3754","MAR02155","MECR"
"4562","MAR02155","FASN"
"21589","MAR02156","OXSM"
"3755","MAR02156","FASN"
"21590","MAR02157","FASN"
"21591","MAR02158","FASN"
"21592","MAR02159","FASN"
"21593","MAR02160","OXSM"
"3756","MAR02160","FASN"
"21594","MAR02161","FASN"
"21595","MAR02162","FASN"
"21596","MAR02163","FASN"
"21597","MAR02164","OXSM"
"3757","MAR02164","FASN"
"21598","MAR02165","FASN"
"21599","MAR02166","FASN"
"21600","MAR02167","FASN"
"21601","MAR02168","OXSM"
"3758","MAR02168","FASN"
"21602","MAR02169","FASN"
"21603","MAR02170","FASN"
"21604","MAR02171","FASN"
"21605","MAR02173","OXSM"
"3759","MAR02173","FASN"
"21606","MAR02174","FASN"
"21607","MAR02175","FASN"
"21608","MAR02176","FASN"
"21609","MAR02178","OXSM"
"3760","MAR02178","FASN"
"21610","MAR02179","FASN"
"21611","MAR02180","FASN"
"21612","MAR02181","FASN"
"21613","MAR04156","ACACB"
"3761","MAR04156","ACACA"
"21614","MAR04295","ACACB"
"21615","MAR02227","FASN"
"21616","MAR02228","FASN"
"21617","MAR02229","FASN"
"21618","MAR02230","FASN"
"21619","MAR02231","FASN"
"21620","MAR02232","FASN"
"21621","MAR02233","FASN"
"21622","MAR02234","FASN"
"21623","MAR02235","FASN"
"21624","MAR02236","FASN"
"21625","MAR02237","FASN"
"21626","MAR02238","FASN"
"21627","MAR02239","FASN"
"21628","MAR02240","FASN"
"21629","MAR02241","FASN"
"21630","MAR02242","FASN"
"21631","MAR02243","FASN"
"21632","MAR02244","FASN"
"21633","MAR02245","FASN"
"21634","MAR02246","FASN"
"21635","MAR02247","FASN"
"21636","MAR02249","FASN"
"21637","MAR02250","FASN"
"21638","MAR02251","FASN"
"21639","MAR02252","FASN"
"21640","MAR02254","FASN"
"21641","MAR02255","FASN"
"21642","MAR02256","FASN"
"21643","MAR02257","FASN"
"21644","MAR02305","ELOVL5"
"3762","MAR02305","ELOVL1"
"4563","MAR02305","ELOVL4"
"5412","MAR02305","ELOVL3"
"6317","MAR02305","ELOVL7"
"7280","MAR02305","ELOVL6"
"8245","MAR02305","ELOVL2"
"21645","MAR02307","HSD17B12"
"21646","MAR02309","HACD3"
"3763","MAR02309","HIGD2A"
"4564","MAR02309","HACD1"
"5413","MAR02309","HACD4"
"6318","MAR02309","HACD2"
"21647","MAR02311","TECR"
"3764","MAR02311","TECRL"
"21648","MAR02315","ELOVL5"
"3765","MAR02315","ELOVL1"
"4565","MAR02315","ELOVL4"
"5414","MAR02315","ELOVL3"
"6319","MAR02315","ELOVL7"
"7281","MAR02315","ELOVL6"
"8246","MAR02315","ELOVL2"
"21649","MAR02317","HSD17B12"
"21650","MAR02319","HACD3"
"3766","MAR02319","HIGD2A"
"4566","MAR02319","HACD1"
"5415","MAR02319","HACD4"
"6320","MAR02319","HACD2"
"21651","MAR02321","TECR"
"3767","MAR02321","TECRL"
"21652","MAR02324","ELOVL5"
"3768","MAR02324","ELOVL1"
"4567","MAR02324","ELOVL4"
"5416","MAR02324","ELOVL3"
"6321","MAR02324","ELOVL7"
"7282","MAR02324","ELOVL6"
"8247","MAR02324","ELOVL2"
"21653","MAR02326","HSD17B12"
"21654","MAR02328","HACD3"
"3769","MAR02328","HIGD2A"
"4568","MAR02328","HACD1"
"5417","MAR02328","HACD4"
"6322","MAR02328","HACD2"
"21655","MAR02330","TECR"
"3770","MAR02330","TECRL"
"21656","MAR02332","ELOVL5"
"3771","MAR02332","ELOVL1"
"4569","MAR02332","ELOVL4"
"5418","MAR02332","ELOVL3"
"6323","MAR02332","ELOVL7"
"7283","MAR02332","ELOVL6"
"8248","MAR02332","ELOVL2"
"21657","MAR02334","HSD17B12"
"21658","MAR02336","HACD3"
"3772","MAR02336","HIGD2A"
"4570","MAR02336","HACD1"
"5419","MAR02336","HACD4"
"6324","MAR02336","HACD2"
"21659","MAR02338","TECR"
"3773","MAR02338","TECRL"
"21660","MAR02342","ELOVL5"
"3774","MAR02342","ELOVL1"
"4571","MAR02342","ELOVL4"
"5420","MAR02342","ELOVL3"
"6325","MAR02342","ELOVL7"
"7284","MAR02342","ELOVL6"
"8249","MAR02342","ELOVL2"
"21661","MAR02343","HSD17B12"
"21662","MAR02344","HACD3"
"3775","MAR02344","HIGD2A"
"4572","MAR02344","HACD1"
"5421","MAR02344","HACD4"
"6326","MAR02344","HACD2"
"21663","MAR02345","TECR"
"3776","MAR02345","TECRL"
"21664","MAR02347","ELOVL5"
"3777","MAR02347","ELOVL1"
"4573","MAR02347","ELOVL4"
"5422","MAR02347","ELOVL3"
"6327","MAR02347","ELOVL7"
"7285","MAR02347","ELOVL6"
"8250","MAR02347","ELOVL2"
"21665","MAR02348","HSD17B12"
"21666","MAR02349","HACD3"
"3778","MAR02349","HIGD2A"
"4574","MAR02349","HACD1"
"5423","MAR02349","HACD4"
"6328","MAR02349","HACD2"
"21667","MAR02350","TECR"
"3779","MAR02350","TECRL"
"21668","MAR02353","ELOVL5"
"3780","MAR02353","ELOVL1"
"4575","MAR02353","ELOVL4"
"5424","MAR02353","ELOVL3"
"6329","MAR02353","ELOVL7"
"7286","MAR02353","ELOVL6"
"8251","MAR02353","ELOVL2"
"21669","MAR02354","HSD17B12"
"21670","MAR02355","HACD3"
"3781","MAR02355","HIGD2A"
"4576","MAR02355","HACD1"
"5425","MAR02355","HACD4"
"6330","MAR02355","HACD2"
"21671","MAR02356","TECR"
"3782","MAR02356","TECRL"
"21672","MAR02361","ELOVL5"
"3783","MAR02361","ELOVL1"
"4577","MAR02361","ELOVL4"
"5426","MAR02361","ELOVL3"
"6331","MAR02361","ELOVL7"
"7287","MAR02361","ELOVL6"
"8252","MAR02361","ELOVL2"
"21673","MAR02362","HSD17B12"
"21674","MAR02363","HACD3"
"3784","MAR02363","HIGD2A"
"4578","MAR02363","HACD1"
"5427","MAR02363","HACD4"
"6332","MAR02363","HACD2"
"21675","MAR02364","TECR"
"3785","MAR02364","TECRL"
"21676","MAR02190","ELOVL5"
"3786","MAR02190","ELOVL1"
"4579","MAR02190","ELOVL4"
"5428","MAR02190","ELOVL3"
"6333","MAR02190","ELOVL7"
"7288","MAR02190","ELOVL6"
"8253","MAR02190","ELOVL2"
"21677","MAR02191","HSD17B12"
"21678","MAR02193","HACD3"
"3787","MAR02193","HIGD2A"
"4580","MAR02193","HACD1"
"5429","MAR02193","HACD4"
"6334","MAR02193","HACD2"
"21679","MAR02194","TECR"
"3788","MAR02194","TECRL"
"21680","MAR02201","ELOVL5"
"3789","MAR02201","ELOVL1"
"4581","MAR02201","ELOVL4"
"5430","MAR02201","ELOVL3"
"6335","MAR02201","ELOVL7"
"7289","MAR02201","ELOVL6"
"8254","MAR02201","ELOVL2"
"21681","MAR02202","HSD17B12"
"21682","MAR02203","HACD3"
"3790","MAR02203","HIGD2A"
"4582","MAR02203","HACD1"
"5431","MAR02203","HACD4"
"6336","MAR02203","HACD2"
"21683","MAR02204","TECR"
"3791","MAR02204","TECRL"
"21684","MAR02205","ELOVL5"
"3792","MAR02205","ELOVL1"
"4583","MAR02205","ELOVL4"
"5432","MAR02205","ELOVL3"
"6337","MAR02205","ELOVL7"
"7290","MAR02205","ELOVL6"
"8255","MAR02205","ELOVL2"
"21685","MAR02208","HSD17B12"
"21686","MAR02209","HACD3"
"3793","MAR02209","HIGD2A"
"4584","MAR02209","HACD1"
"5433","MAR02209","HACD4"
"6338","MAR02209","HACD2"
"21687","MAR02210","TECR"
"3794","MAR02210","TECRL"
"21688","MAR02211","ELOVL5"
"3795","MAR02211","ELOVL1"
"4585","MAR02211","ELOVL4"
"5434","MAR02211","ELOVL3"
"6339","MAR02211","ELOVL7"
"7291","MAR02211","ELOVL6"
"8256","MAR02211","ELOVL2"
"21689","MAR02212","HSD17B12"
"21690","MAR02213","HACD3"
"3796","MAR02213","HIGD2A"
"4586","MAR02213","HACD1"
"5435","MAR02213","HACD4"
"6340","MAR02213","HACD2"
"21691","MAR02214","TECR"
"3797","MAR02214","TECRL"
"21692","MAR02215","ELOVL5"
"3798","MAR02215","ELOVL1"
"4587","MAR02215","ELOVL4"
"5436","MAR02215","ELOVL3"
"6341","MAR02215","ELOVL7"
"7292","MAR02215","ELOVL6"
"8257","MAR02215","ELOVL2"
"21693","MAR02217","HSD17B12"
"21694","MAR02218","HACD3"
"3799","MAR02218","HIGD2A"
"4588","MAR02218","HACD1"
"5437","MAR02218","HACD4"
"6342","MAR02218","HACD2"
"21695","MAR02219","TECR"
"3800","MAR02219","TECRL"
"21696","MAR02259","ELOVL5"
"3801","MAR02259","ELOVL1"
"4589","MAR02259","ELOVL4"
"5438","MAR02259","ELOVL3"
"6343","MAR02259","ELOVL7"
"7293","MAR02259","ELOVL6"
"8258","MAR02259","ELOVL2"
"21697","MAR02260","HSD17B12"
"21698","MAR02261","HACD3"
"3802","MAR02261","HIGD2A"
"4590","MAR02261","HACD1"
"5439","MAR02261","HACD4"
"6344","MAR02261","HACD2"
"21699","MAR02262","TECR"
"3803","MAR02262","TECRL"
"21700","MAR02263","ELOVL5"
"3804","MAR02263","ELOVL1"
"4591","MAR02263","ELOVL4"
"5440","MAR02263","ELOVL3"
"6345","MAR02263","ELOVL7"
"7294","MAR02263","ELOVL6"
"8259","MAR02263","ELOVL2"
"21701","MAR02264","HSD17B12"
"21702","MAR02265","HACD3"
"3805","MAR02265","HIGD2A"
"4592","MAR02265","HACD1"
"5441","MAR02265","HACD4"
"6346","MAR02265","HACD2"
"21703","MAR02266","TECR"
"3806","MAR02266","TECRL"
"21704","MAR02267","ELOVL5"
"3807","MAR02267","ELOVL1"
"4593","MAR02267","ELOVL4"
"5442","MAR02267","ELOVL3"
"6347","MAR02267","ELOVL7"
"7295","MAR02267","ELOVL6"
"8260","MAR02267","ELOVL2"
"21705","MAR02268","HSD17B12"
"21706","MAR02269","HACD3"
"3808","MAR02269","HIGD2A"
"4594","MAR02269","HACD1"
"5443","MAR02269","HACD4"
"6348","MAR02269","HACD2"
"21707","MAR02270","TECR"
"21708","MAR02281","SCD"
"3809","MAR02281","SCD5"
"21709","MAR02282","SCD"
"3812","MAR02282","SCD5"
"21710","MAR02284","SCD"
"3813","MAR02284","SCD5"
"21711","MAR02286","SCD"
"3814","MAR02286","SCD5"
"21712","MAR02287","SCD"
"3815","MAR02287","SCD5"
"21713","MAR02292","SCD"
"3816","MAR02292","SCD5"
"21714","MAR02293","SCD"
"3817","MAR02293","SCD5"
"21715","MAR02294","SCD"
"3818","MAR02294","SCD5"
"4595","MAR02294","FADS6"
"21716","MAR02295","SCD"
"3819","MAR02295","SCD5"
"21717","MAR02296","SCD"
"3820","MAR02296","SCD5"
"21718","MAR02359","FADS2"
"3821","MAR02359","FADS1"
"4596","MAR02359","FADS3"
"21719","MAR02365","FADS2"
"3822","MAR02365","FADS1"
"4597","MAR02365","FADS3"
"21720","MAR02288","SCD"
"3823","MAR02288","SCD5"
"21721","MAR02289","SCD"
"3824","MAR02289","SCD5"
"21722","MAR00709","ACOT7"
"3825","MAR00709","ACOT2"
"4598","MAR00709","PPT1"
"5444","MAR00709","BAAT"
"6349","MAR00709","ACOT4"
"7296","MAR00709","ACOT1"
"8261","MAR00709","ACOT6"
